rcid,session,vote,ccode
1639,30,2,101
1639,30,1,145
1639,30,1,616
1639,30,2,666
1639,30,1,694
1639,30,9,732
1640,30,1,310
1641,30,1,53
1641,30,9,57
1641,30,1,101
1641,30,9,373
1641,30,1,432
1641,30,1,433
1641,30,9,702
1641,30,2,760
1642,30,9,58
1643,30,9,56
1643,30,3,310
1643,30,3,365
1643,30,9,935
1644,30,9,54
1644,30,1,115
1644,30,1,220
1644,30,1,520
1645,30,1,315
1645,30,1,500
1645,30,2,572
1645,30,1,600
1645,30,9,946
1646,30,1,390
1646,30,1,433
1646,30,1,438
1646,30,8,475
1646,30,9,552
1646,30,1,740
1646,30,8,811
1646,30,9,940
1647,30,1,115
1647,30,1,482
1647,30,1,580
1648,30,1,235
1648,30,1,395
1648,30,1,660
1648,30,1,663
1648,30,9,986
1649,30,9,56
1649,30,9,221
1649,30,1,433
1649,30,1,530
1649,30,1,580
1649,30,1,760
1649,30,9,940
1650,30,9,860
1651,30,1,155
1651,30,1,630
1651,30,8,781
1652,31,1,369
1652,31,9,531
1653,31,1,155
1653,31,1,435
1653,31,1,437
1653,31,1,620
1653,31,1,840
1654,31,9,511
1655,31,9,317
1655,31,2,350
1655,31,9,372
1655,31,1,680
1656,31,1,345
1656,31,1,450
1656,31,1,572
1656,31,1,690
1656,31,2,910
1657,31,1,95
1657,31,1,135
1657,31,9,316
1657,31,9,346
1657,31,1,517
1658,31,1,471
1658,31,1,781
1658,31,9,940
1659,31,3,212
1659,31,9,713
1660,31,3,210
1660,31,1,352
1660,31,1,790
1661,31,9,223
1661,31,1,781
1662,31,8,150
1662,31,8,339
1663,31,3,90
1663,31,9,626
1664,31,1,100
1664,31,1,315
1664,31,9,344
1664,31,2,666
1664,31,1,781
1665,31,1,51
1665,31,1,520
1665,31,1,580
1666,31,9,60
1666,31,1,694
1666,31,9,940
1667,31,9,366
1667,31,1,510
1667,31,1,516
1668,31,1,530
1669,31,1,92
1669,31,9,522
1669,31,1,530
1669,31,1,615
1669,31,8,811
1670,31,1,91
1670,31,9,349
1670,31,1,369
1671,31,9,704
1672,31,2,310
1672,31,1,385
1672,31,1,581
1672,31,1,640
1672,31,9,701
1672,31,1,771
1673,31,1,135
1673,31,9,626
1673,31,1,694
1674,31,1,385
1675,31,2,135
1675,31,1,165
1675,31,8,403
1675,31,8,434
1675,31,1,698
1676,31,1,100
1676,31,1,165
1676,31,2,355
1676,31,9,367
1676,31,1,483
1676,31,9,835
1676,31,9,947
1677,31,1,53
1677,31,1,411
1677,31,1,616
1678,31,9,511
1678,31,1,670
1679,31,8,404
1679,31,1,670
1679,31,1,850
1680,31,1,435
1680,31,1,600
1680,31,9,732
1681,31,1,645
1681,31,1,712
1681,31,8,990
1682,31,3,2
1682,31,1,553
1682,31,1,920
1682,31,9,935
1683,31,1,290
1683,31,9,367
1684,31,1,135
1684,31,9,371
1684,31,1,475
1684,31,9,970
1685,31,9,56
1686,31,1,42
1686,31,9,58
1686,31,9,371
1686,31,1,530
1686,31,9,705
1686,31,9,986
1687,31,1,220
1687,31,1,475
1687,31,1,484
1688,31,8,145
1688,31,1,780
1689,31,1,53
1689,31,8,90
1689,31,1,230
1689,31,1,315
1689,31,9,349
1689,31,1,840
1690,31,1,150
1690,31,9,346
1690,31,1,775
1691,31,1,160
1691,31,9,331
1691,31,1,481
1691,31,9,816
1692,31,2,42
1694,31,1,369
1694,31,1,436
1694,31,1,451
1694,31,1,517
1694,31,1,590
1694,31,9,955
1695,31,8,41
1695,31,1,700
1695,31,1,771
1696,31,1,51
1696,31,9,58
1696,31,1,345
1696,31,1,450
1696,31,1,910
1697,31,1,352
1697,31,2,395
1697,31,8,483
1697,31,1,651
1697,31,1,696
1697,31,9,986
1698,31,1,350
1698,31,9,522
1698,31,1,640
1698,31,1,710
1698,31,1,820
1699,31,1,41
1699,31,1,230
1699,31,1,439
1699,31,1,484
1699,31,9,935
1700,31,1,160
1700,31,1,663
1701,31,9,57
1701,31,1,339
1701,31,1,451
1701,31,8,990
1702,31,1,570
1703,31,1,51
1703,31,8,402
1703,31,1,500
1704,31,1,625
1705,31,1,434
1705,31,1,551
1705,31,1,760
1705,31,1,840
1706,31,1,350
1706,31,9,366
1707,31,1,475
1707,31,9,565
1707,31,1,710
1708,31,9,346
1708,31,1,483
1709,31,1,90
1709,31,2,666
1709,31,1,694
1710,31,1,700
1711,31,9,58
1711,31,9,80
1711,31,1,140
1711,31,1,235
1711,31,1,315
1711,31,1,490
1711,31,1,500
1711,31,1,530
1712,31,1,51
1712,31,1,52
1712,31,1,435
1712,31,9,970
1713,31,9,316
1714,31,2,230
1715,31,9,223
1715,31,1,350
1715,31,1,590
1715,31,2,781
1716,31,1,370
1716,31,9,704
1716,31,9,732
1716,31,9,955
1717,31,2,305
1717,31,9,349
1717,31,1,516
1718,31,1,40
1718,31,1,150
1718,31,1,571
1718,31,1,840
1719,31,9,56
1719,31,1,680
1720,31,9,54
1720,31,8,91
1720,31,2,260
1720,31,1,355
1721,31,1,155
1721,31,9,225
1721,31,1,690
1721,31,9,705
1721,31,9,946
1721,31,8,990
1722,31,1,42
1722,31,9,54
1722,31,2,220
1722,31,9,349
1722,31,9,366
1722,31,1,385
1722,31,9,703
1722,31,1,781
1723,31,1,380
1723,31,1,403
1723,31,1,434
1723,31,9,987
1724,31,1,616
1724,31,8,811
1725,31,2,666
1725,31,1,692
1725,31,9,702
1726,31,1,53
1726,31,9,56
1726,31,9,316
1726,31,3,339
1726,31,9,343
1726,31,1,345
1726,31,8,451
1726,31,8,501
1726,31,8,616
1727,31,1,135
1727,31,9,221
1727,31,9,371
1727,31,1,380
1727,31,8,404
1727,31,1,482
1727,31,1,572
1728,31,2,370
1728,31,1,437
1728,31,8,540
1728,31,1,694
1729,31,9,60
1729,31,8,403
1729,31,1,438
1729,31,1,475
1729,31,1,780
1729,31,9,955
1730,31,1,150
1730,31,3,290
1730,31,1,451
1730,31,1,541
1730,31,1,660
1731,31,1,910
1732,31,1,101
1732,31,2,740
1733,31,3,365
1734,31,1,95
1734,31,1,385
1734,31,1,625
1735,31,1,110
1735,31,9,232
1735,31,1,600
1736,31,1,42
1736,31,1,600
1737,31,1,115
1737,31,1,439
1737,31,1,666
1737,31,1,820
1738,31,1,95
1738,31,1,135
1738,31,1,212
1738,31,1,338
1738,31,1,435
1738,31,1,690
1738,31,9,731
1738,31,1,920
1739,31,1,432
1739,31,1,435
1739,31,8,581
1739,31,1,590
1740,31,8,41
1740,31,9,316
1740,31,1,670
1740,31,8,811
1741,32,1,355
1741,32,1,590
1741,32,1,760
1741,32,9,835
1741,32,2,910
1742,32,1,90
1742,32,1,160
1742,32,1,581
1742,32,1,712
1743,32,1,451
1743,32,8,522
1743,32,1,781
1744,32,2,93
1744,32,1,630
1744,32,9,970
1745,32,1,345
1745,32,9,373
1745,32,1,475
1745,32,1,800
1746,32,9,60
1746,32,1,70
1746,32,9,626
1746,32,9,970
1747,32,9,565
1748,32,9,947
1748,32,8,990
1749,32,2,210
1750,32,9,223
1750,32,1,490
1751,32,1,41
1751,32,2,130
1751,32,1,315
1751,32,9,511
1751,32,9,531
1752,32,2,31
1752,32,3,42
1752,32,3,90
1752,32,1,620
1752,32,1,698
1753,32,1,471
1753,32,1,625
1753,32,9,702
1753,32,9,732
1754,32,8,55
1754,32,9,58
1754,32,1,90
1754,32,9,344
1754,32,1,645
1755,32,1,70
1755,32,1,510
1755,32,1,645
1755,32,8,811
1756,32,1,435
1757,32,2,305
1757,32,3,325
1757,32,1,439
1757,32,1,530
1757,32,1,760
1757,32,9,946
1757,32,8,990
1758,32,9,80
1758,32,1,315
1758,32,1,437
1758,32,8,811
1759,32,9,80
1759,32,1,572
1760,32,1,40
1760,32,9,221
1760,32,9,372
1760,32,1,385
1761,32,9,56
1761,32,1,145
1761,32,2,900
1761,32,2,920
1762,32,1,100
1762,32,2,235
1762,32,9,331
1762,32,1,352
1762,32,9,371
1763,32,1,52
1763,32,1,581
1763,32,1,590
1763,32,1,698
1764,32,9,80
1764,32,1,100
1765,32,1,145
1765,32,1,483
1765,32,1,580
1765,32,1,651
1765,32,1,740
1766,32,1,160
1766,32,1,290
1766,32,9,368
1766,32,1,640
1766,32,1,645
1766,32,1,830
1767,32,2,260
1767,32,9,349
1767,32,1,616
1767,32,9,987
1768,32,9,835
1769,32,2,315
1769,32,8,438
1769,32,1,663
1769,32,8,670
1770,32,1,220
1770,32,1,370
1770,32,8,411
1770,32,9,860
1771,32,8,160
1771,32,1,338
1771,32,9,344
1771,32,1,510
1772,32,9,232
1773,32,9,57
1773,32,9,704
1774,32,1,265
1774,32,1,571
1774,32,1,698
1774,32,1,790
1775,32,2,290
1775,32,1,360
1775,32,2,616
1776,32,9,54
1776,32,1,70
1776,32,1,211
1776,32,9,367
1777,32,2,200
1777,32,1,696
1777,32,9,986
1778,32,1,135
1778,32,8,990
1779,32,1,94
1779,32,1,315
1779,32,1,360
1779,32,2,694
1780,32,8,540
1780,32,9,565
1780,32,1,630
1781,32,1,20
1781,32,1,140
1781,32,1,481
1781,32,1,483
1781,32,9,531
1781,32,1,660
1781,32,1,698
1781,32,9,702
1782,32,2,212
1782,32,1,501
1782,32,1,600
1782,32,1,698
1782,32,9,983
1783,32,1,625
1784,32,1,51
1784,32,1,94
1784,32,2,200
1784,32,1,435
1784,32,1,830
1784,32,1,910
1784,32,9,983
1785,32,1,41
1785,32,8,420
1785,32,1,670
1785,32,9,713
1786,32,9,80
1787,32,1,490
1787,32,1,680
1787,32,9,705
1788,32,1,390
1788,32,1,451
1788,32,9,703
1788,32,1,710
1790,32,1,369
1790,32,1,620
1790,32,9,701
1791,32,2,200
1791,32,1,434
1791,32,9,511
1791,32,9,701
1792,32,2,220
1792,32,2,920
1793,32,8,55
1793,32,1,95
1793,32,1,900
1793,32,1,910
1793,32,9,970
1794,32,1,260
1794,32,1,450
1794,32,1,490
1794,32,1,630
1795,32,1,110
1795,32,1,155
1796,32,1,101
1796,32,1,450
1796,32,1,620
1796,32,1,645
1797,32,1,51
1797,32,1,350
1797,32,2,990
1798,32,1,2
1798,32,1,135
1798,32,1,230
1798,32,1,402
1798,32,1,411
1798,32,1,678
1798,32,1,710
1798,32,1,900
1799,32,1,91
1799,32,9,511
1799,32,1,600
1799,32,9,703
1799,32,9,970
1800,32,1,155
1800,32,9,232
1800,32,9,316
1800,32,1,517
1800,32,1,541
1801,32,1,20
1801,32,1,53
1801,32,9,331
1801,32,9,701
1801,32,1,775
1801,32,1,950
1802,32,9,343
1802,32,1,645
1802,32,1,950
1803,32,3,160
1803,32,1,205
1803,32,1,345
1803,32,1,516
1803,32,8,560
1803,32,3,660
1804,32,1,110
1804,32,1,403
1804,32,8,811
1805,32,1,345
1806,32,1,435
1806,32,1,471
1806,32,9,703
1807,32,1,155
1807,32,9,349
1807,32,1,694
1807,32,1,812
1808,32,9,947
1809,32,9,80
1809,32,1,385
1809,32,1,812
1810,32,8,52
1810,32,9,705
1811,32,9,80
1811,32,1,900
1812,32,1,450
1812,32,1,541
1812,32,9,705
1813,32,1,461
1813,32,1,830
1813,32,9,987
1814,32,1,55
1814,32,2,200
1814,32,2,211
1814,32,1,350
1814,32,1,812
1814,32,9,940
1815,32,9,80
1815,32,1,750
1816,32,2,200
1817,32,9,60
1817,32,9,701
1817,32,8,910
1817,32,9,935
1818,32,1,420
1818,32,1,475
1818,32,1,616
1818,32,1,780
1819,32,8,145
1819,32,1,345
1819,32,1,433
1819,32,8,591
1820,32,8,145
1820,32,1,220
1820,32,9,372
1820,32,1,572
1821,32,1,395
1821,32,3,620
1821,32,1,816
1821,32,1,830
1822,32,1,51
1822,32,1,52
1822,32,9,373
1822,32,9,701
1822,32,9,704
1823,32,1,94
1823,32,1,700
1824,32,1,155
1824,32,9,860
1825,32,8,95
1825,32,9,366
1825,32,1,471
1825,32,8,540
1825,32,1,572
1826,32,8,403
1826,32,1,698
1826,32,9,860
1827,32,2,205
1827,32,9,232
1827,32,9,343
1827,32,9,368
1828,32,1,338
1828,32,1,345
1828,32,8,484
1828,32,8,811
1828,32,1,830
1829,32,1,53
1829,32,9,346
1829,32,1,840
1830,32,8,55
1830,32,9,80
1830,32,1,640
1830,32,1,694
1831,32,1,481
1831,32,1,800
1832,32,1,115
1832,32,1,205
1832,32,9,349
1832,32,3,369
1832,32,1,590
1833,32,1,483
1833,32,1,781
1834,32,9,80
1834,32,1,483
1834,32,9,531
1835,32,1,450
1835,32,1,692
1835,32,1,698
1836,32,1,135
1836,32,1,450
1837,32,3,211
1837,32,1,403
1837,32,9,946
1838,32,9,80
1838,32,1,290
1838,32,9,368
1838,32,1,660
1839,33,9,343
1839,33,1,571
1839,33,9,860
1840,33,9,531
1840,33,9,552
1840,33,9,947
1841,33,9,343
1841,33,1,355
1842,33,1,651
1842,33,2,740
1842,33,9,947
1843,33,2,155
1843,33,3,390
1843,33,1,433
1843,33,1,678
1843,33,9,703
1843,33,1,750
1843,33,8,910
1844,33,9,531
1844,33,1,541
1844,33,1,760
1845,33,1,450
1846,33,1,20
1846,33,1,210
1847,33,2,20
1847,33,2,230
1847,33,1,365
1847,33,1,820
1847,33,9,860
1848,33,1,145
1848,33,1,616
1849,33,1,91
1849,33,1,369
1849,33,9,371
1849,33,8,581
1850,33,9,80
1850,33,1,101
1850,33,1,645
1850,33,9,986
1851,33,1,355
1851,33,1,360
1851,33,1,490
1851,33,1,522
1851,33,1,740
1851,33,9,983
1852,33,2,95
1852,33,3,390
1853,33,1,461
1853,33,1,471
1853,33,1,645
1853,33,1,698
1853,33,1,775
1853,33,9,983
1854,33,1,95
1854,33,1,830
1854,33,9,946
1855,33,2,92
1855,33,3,211
1855,33,9,346
1855,33,9,371
1855,33,2,395
1855,33,9,705
1856,33,1,145
1856,33,1,750
1857,33,1,385
1857,33,1,541
1857,33,1,770
1857,33,1,780
1858,33,1,380
1858,33,1,600
1859,33,1,500
1860,33,2,92
1860,33,1,110
1860,33,3,200
1860,33,2,212
1860,33,1,315
1860,33,1,339
1860,33,1,350
1860,33,1,490
1860,33,1,580
1860,33,1,620
1860,33,1,696
1860,33,9,955
1861,33,1,338
1861,33,1,517
1862,33,1,692
1862,33,1,700
1863,33,9,57
1863,33,1,350
1863,33,2,541
1863,33,9,626
1863,33,1,812
1863,33,9,983
1864,33,9,713
1864,33,9,731
1865,33,1,115
1865,33,9,367
1865,33,1,432
1866,33,1,70
1866,33,1,110
1866,33,1,540
1866,33,1,771
1866,33,1,780
1866,33,9,970
1866,33,1,990
1867,33,9,346
1867,33,9,552
1867,33,1,640
1867,33,1,800
1868,33,1,93
1868,33,1,205
1868,33,9,704
1868,33,1,850
1869,33,1,92
1869,33,9,935
1870,33,1,165
1870,33,1,522
1870,33,1,580
1870,33,1,581
1871,33,1,130
1871,33,9,223
1871,33,1,305
1871,33,1,484
1871,33,9,946
1872,33,2,130
1872,33,3,150
1872,33,1,580
1872,33,1,625
1872,33,9,935
1873,33,9,56
1873,33,3,205
1873,33,3,325
1873,33,9,565
1873,33,1,700
1873,33,1,850
1873,33,1,910
1874,33,2,212
1874,33,1,315
1874,33,9,317
1874,33,1,433
1874,33,9,552
1874,33,1,570
1874,33,9,732
1875,33,1,437
1875,33,1,580
1876,33,1,53
1876,33,1,402
1876,33,1,790
1876,33,1,950
1877,33,8,581
1877,33,1,625
1878,33,1,260
1878,33,2,369
1879,33,9,221
1879,33,1,510
1879,33,9,703
1879,33,9,946
1880,33,9,343
1880,33,9,372
1880,33,1,501
1880,33,1,590
1880,33,1,640
1881,33,1,110
1881,33,1,581
1881,33,9,983
1882,33,2,2
1882,33,9,372
1882,33,9,703
1883,33,9,223
1883,33,1,404
1884,33,1,630
1884,33,1,990
1885,33,9,225
1885,33,9,511
1885,33,1,516
1886,33,9,373
1887,33,1,70
1887,33,1,145
1888,33,1,696
1888,33,9,987
1889,33,1,471
1890,33,8,93
1890,33,1,100
1890,33,1,375
1890,33,1,690
1890,33,9,955
1891,33,9,225
1891,33,1,230
1891,33,1,235
1891,33,9,366
1891,33,1,698
1892,33,1,101
1892,33,9,366
1892,33,1,500
1892,33,1,816
1892,33,1,820
1893,33,1,395
1893,33,1,435
1893,33,8,560
1893,33,1,692
1894,33,1,94
1894,33,1,135
1894,33,1,439
1894,33,1,590
1895,33,1,781
1895,33,1,816
1896,33,1,100
1896,33,1,235
1896,33,1,760
1896,33,9,935
1897,33,1,130
1897,33,1,501
1898,33,1,380
1898,33,1,572
1898,33,1,616
1899,33,1,436
1899,33,1,551
1900,33,1,315
1900,33,1,434
1900,33,2,900
1901,33,1,53
1901,33,1,600
1901,33,1,830
1902,33,9,343
1902,33,1,345
1902,33,1,432
1902,33,1,572
1902,33,1,712
1902,33,1,800
1903,33,1,31
1903,33,9,56
1903,33,9,225
1903,33,9,316
1903,33,9,368
1903,33,1,771
1904,33,2,265
1904,33,1,461
1904,33,1,475
1904,33,1,517
1904,33,1,522
1904,33,9,732
1905,33,1,540
1906,33,1,2
1906,33,1,42
1906,33,1,94
1906,33,1,402
1906,33,9,705
1907,33,1,52
1907,33,1,433
1907,33,8,451
1907,33,1,652
1907,33,1,820
1908,33,2,200
1908,33,2,211
1908,33,1,580
1909,33,9,626
1910,33,1,135
1910,33,8,450
1911,33,1,31
1911,33,2,230
1911,33,9,317
1911,33,8,581
1911,33,1,700
1912,33,1,94
1912,33,1,115
1912,33,1,339
1913,33,3,2
1913,33,9,366
1913,33,1,370
1913,33,1,517
1913,33,9,702
1914,33,1,165
1914,33,1,616
1914,33,1,663
1915,33,9,346
1915,33,1,355
1915,33,9,368
1915,33,1,580
1915,33,1,700
1916,33,1,395
1916,33,2,700
1916,33,8,816
1916,33,8,940
1917,33,1,375
1917,33,1,404
1917,33,9,701
1917,33,9,732
1917,33,1,920
1918,33,1,620
1919,33,9,316
1919,33,9,565
1919,33,9,731
1919,33,1,850
1919,33,9,986
1920,33,9,346
1920,33,2,437
1920,33,1,696
1921,33,1,135
1921,33,9,372
1921,33,1,475
1921,33,1,490
1922,33,9,317
1923,33,1,451
1923,33,8,710
1924,33,2,2
1924,33,1,20
1925,33,2,115
1925,33,1,590
1925,33,1,740
1927,33,2,2
1927,33,9,371
1927,33,9,626
1927,33,9,835
1928,33,9,316
1928,33,9,626
1928,33,9,701
1928,33,1,990
1929,33,1,155
1929,33,1,380
1929,33,3,510
1929,33,1,900
1930,33,9,316
1930,33,1,620
1930,33,1,696
1930,33,9,732
1931,33,9,225
1931,33,1,365
1931,33,8,560
1931,33,1,580
1931,33,9,703
1931,33,9,713
1932,33,1,53
1932,33,1,135
1932,33,9,372
1932,33,1,450
1932,33,9,565
1932,33,1,600
1933,33,1,305
1933,33,1,850
1933,33,9,947
1934,33,1,51
1934,33,1,438
1934,33,1,541
1934,33,9,552
1934,33,3,694
1935,33,3,325
1935,33,9,343
1935,33,2,350
1935,33,1,452
1936,33,1,436
1936,33,1,615
1937,33,8,92
1937,33,1,140
1937,33,1,290
1937,33,8,433
1937,33,1,450
1937,33,8,571
1937,33,1,692
1937,33,9,705
1938,33,8,150
1938,33,8,591
1938,33,9,626
1938,33,1,760
1938,33,1,990
1939,33,1,93
1939,33,1,345
1939,33,8,780
1939,33,1,900
1940,33,1,140
1940,33,1,481
1941,33,1,155
1941,33,9,626
1941,33,9,701
1942,33,9,80
1942,33,3,265
1942,33,1,345
1943,33,1,41
1943,33,8,55
1943,33,1,205
1943,33,2,310
1943,33,9,373
1944,33,8,339
1944,33,1,490
1944,33,8,560
1944,33,1,690
1945,33,1,20
1945,33,1,160
1945,33,1,200
1945,33,1,212
1945,33,1,471
1945,33,1,481
1946,33,9,511
1946,33,1,615
1947,33,1,2
1947,33,9,343
1947,33,1,483
1947,33,3,712
1947,33,8,812
1948,33,8,165
1948,33,1,740
1949,33,1,360
1950,33,3,290
1950,33,1,517
1950,33,1,692
1951,33,8,625
1951,33,8,780
1951,33,9,987
1952,33,1,70
1952,33,1,305
1952,33,9,343
1952,33,1,403
1952,33,1,510
1952,33,1,541
1952,33,9,947
1953,33,9,56
1953,33,1,130
1953,33,9,331
1953,33,9,343
1953,33,1,471
1953,33,1,551
1954,33,1,110
1954,33,2,290
1954,33,1,651
1954,33,9,732
1955,33,2,375
1955,33,9,552
1956,33,1,350
1956,33,9,373
1956,33,1,482
1956,33,9,531
1956,33,1,551
1956,33,1,678
1956,33,2,712
1956,33,9,860
1957,33,1,517
1957,33,1,740
1958,33,9,232
1958,33,9,702
1958,33,9,705
1958,33,9,986
1959,33,8,339
1959,33,9,366
1959,33,1,390
1959,33,1,510
1959,33,1,750
1959,33,1,920
1960,33,1,433
1960,33,8,461
1961,33,9,359
1962,33,1,100
1962,33,1,205
1962,33,9,349
1963,33,1,380
1964,33,2,94
1964,33,9,947
1965,33,8,54
1965,33,8,352
1965,33,1,436
1965,33,8,560
1966,33,1,42
1966,33,9,56
1966,33,1,165
1966,33,1,260
1966,33,8,540
1966,33,8,591
1966,33,9,713
1966,33,1,800
1966,33,9,986
1967,33,1,160
1967,33,8,581
1967,33,1,780
1968,33,1,53
1968,33,9,56
1968,33,1,155
1968,33,1,570
1969,33,8,54
1969,33,1,100
1969,33,1,160
1969,33,1,370
1969,33,1,451
1970,33,9,367
1970,33,1,553
1970,33,8,591
1970,33,9,702
1971,34,1,920
1972,34,1,160
1972,34,3,541
1972,34,1,572
1972,34,1,820
1972,34,9,986
1973,34,2,230
1973,34,2,325
1973,34,9,371
1973,34,2,385
1973,34,1,500
1974,34,1,51
1974,34,1,140
1974,34,9,221
1974,34,9,223
1974,34,1,645
1975,34,2,140
1975,34,1,690
1976,34,9,80
1976,34,9,225
1976,34,9,565
1976,34,1,625
1977,34,1,432
1977,34,1,434
1977,34,1,663
1977,34,9,970
1978,34,1,663
1978,34,1,678
1978,34,1,700
1978,34,9,704
1978,34,1,811
1979,34,1,770
1979,34,9,987
1980,34,9,60
1980,34,1,439
1980,34,1,541
1980,34,1,900
1981,34,1,235
1981,34,9,346
1981,34,1,432
1981,34,9,713
1982,34,9,221
1982,34,1,482
1982,34,1,652
1983,34,1,571
1984,34,1,53
1984,34,1,94
1984,34,1,365
1984,34,1,404
1984,34,1,484
1984,34,1,771
1984,34,9,986
1985,34,1,130
1985,34,1,501
1985,34,1,694
1986,34,1,41
1986,34,1,95
1986,34,1,115
1987,34,2,482
1987,34,1,694
1987,34,1,910
1988,34,1,42
1988,34,9,349
1988,34,1,403
1988,34,8,439
1988,34,1,501
1989,34,1,53
1989,34,1,652
1989,34,9,704
1990,34,8,56
1990,34,1,94
1990,34,1,230
1991,34,1,110
1991,34,1,482
1992,34,1,530
1992,34,8,581
1992,34,9,701
1992,34,9,702
1992,34,9,970
1993,34,9,221
1993,34,1,434
1993,34,1,484
1993,34,1,591
1993,34,1,678
1993,34,1,820
1994,34,2,42
1994,34,3,220
1994,34,1,461
1994,34,1,483
1995,34,2,325
1995,34,9,346
1995,34,9,371
1996,34,8,54
1996,34,9,531
1996,34,1,698
1997,34,1,230
1997,34,1,265
1997,34,1,345
1997,34,1,439
1998,34,1,40
1998,34,1,435
1998,34,1,484
1998,34,1,620
1998,34,1,850
1998,34,1,900
1998,34,9,935
1999,34,1,645
1999,34,1,678
1999,34,1,820
2000,34,1,95
2000,34,1,517
2001,34,2,2
2001,34,2,20
2001,34,1,155
2001,34,1,437
2001,34,9,531
2001,34,1,551
2001,34,1,640
2001,34,1,663
2001,34,9,732
2002,34,8,160
2002,34,1,205
2002,34,1,325
2002,34,9,713
2002,34,1,770
2002,34,1,780
2002,34,9,955
2003,34,1,90
2003,34,1,435
2003,34,1,630
2004,34,1,483
2004,34,1,625
2004,34,9,955
2005,34,1,94
2005,34,9,366
2005,34,1,483
2005,34,9,986
2006,34,1,150
2006,34,9,987
2007,34,9,344
2007,34,1,439
2007,34,1,490
2008,34,3,395
2008,34,9,701
2009,34,1,432
2009,34,1,570
2009,34,1,625
2009,34,2,920
2009,34,1,990
2010,34,1,690
2011,34,1,345
2011,34,1,369
2011,34,9,371
2011,34,2,390
2012,34,9,221
2012,34,2,541
2012,34,1,781
2013,34,9,60
2013,34,1,92
2013,34,1,130
2013,34,9,371
2013,34,8,581
2014,34,8,93
2014,34,1,461
2014,34,9,705
2015,34,9,343
2015,34,9,346
2015,34,1,516
2016,34,9,344
2016,34,9,860
2017,34,9,58
2017,34,2,325
2017,34,1,451
2017,34,8,560
2017,34,1,696
2017,34,1,816
2017,34,1,850
2017,34,2,900
2017,34,9,987
2018,34,9,80
2018,34,9,366
2018,34,9,511
2018,34,8,520
2018,34,1,600
2018,34,1,615
2018,34,9,835
2018,34,9,935
2020,34,1,365
2020,34,1,451
2020,34,1,571
2021,34,9,344
2021,34,1,352
2021,34,1,385
2021,34,1,450
2021,34,1,811
2022,34,1,20
2022,34,8,56
2022,34,1,220
2022,34,9,221
2022,34,1,698
2022,34,9,947
2023,34,1,115
2023,34,1,580
2024,34,1,145
2024,34,9,349
2024,34,1,910
2025,34,1,500
2025,34,3,666
2025,34,9,701
2026,34,1,436
2027,34,8,54
2027,34,1,94
2027,34,1,352
2027,34,1,816
2027,34,9,947
2028,34,1,101
2028,34,1,135
2028,34,1,315
2028,34,1,670
2028,34,1,770
2029,34,8,352
2029,34,1,461
2029,34,9,703
2030,34,8,522
2030,34,1,651
2031,34,3,2
2031,34,1,438
2031,34,9,531
2031,34,1,790
2032,34,1,92
2032,34,8,560
2032,34,1,590
2032,34,9,970
2033,34,1,403
2033,34,1,616
2034,34,9,373
2034,34,1,820
2035,34,2,210
2035,34,2,385
2037,34,2,205
2037,34,9,368
2037,34,1,620
2038,34,8,56
2038,34,8,338
2038,34,1,652
2039,34,1,150
2039,34,1,155
2039,34,1,700
2039,34,1,771
2039,34,1,950
2040,34,1,130
2040,34,2,210
2040,34,9,343
2040,34,1,404
2040,34,1,620
2041,34,9,58
2041,34,1,70
2041,34,3,210
2041,34,3,390
2041,34,1,510
2041,34,1,540
2041,34,1,630
2041,34,2,740
2042,34,1,55
2042,34,8,56
2042,34,2,165
2042,34,2,230
2042,34,1,290
2042,34,1,315
2042,34,9,368
2042,34,9,373
2042,34,2,375
2042,34,2,666
2042,34,1,712
2043,34,1,110
2043,34,1,135
2043,34,2,350
2043,34,1,572
2043,34,1,811
2044,34,1,20
2044,34,9,371
2044,34,1,645
2044,34,9,701
2044,34,9,970
2045,34,1,135
2045,34,2,290
2045,34,2,345
2045,34,1,380
2046,34,1,325
2046,34,9,349
2046,34,1,432
2046,34,2,651
2046,34,8,811
2047,34,9,366
2047,34,1,411
2047,34,1,600
2048,34,1,31
2048,34,1,355
2048,34,2,385
2049,34,9,57
2049,34,1,101
2049,34,1,439
2049,34,1,451
2049,34,1,652
2050,34,9,349
2050,34,1,375
2050,34,2,483
2050,34,8,520
2050,34,1,571
2050,34,1,620
2050,34,1,771
2050,34,2,800
2051,34,9,80
2051,34,2,145
2051,34,1,452
2051,34,1,680
2051,34,1,816
2051,34,9,935
2052,34,8,54
2052,34,1,663
2052,34,1,712
2053,34,1,235
2053,34,1,310
2053,34,1,510
2054,34,1,439
2055,34,1,260
2055,34,9,344
2055,34,1,370
2055,34,1,630
2055,34,1,663
2055,34,9,704
2056,34,8,338
2056,34,1,439
2056,34,9,935
2057,34,1,160
2057,34,2,305
2057,34,2,350
2057,34,1,370
2057,34,2,420
2058,34,1,90
2058,34,9,221
2058,34,1,434
2058,34,1,590
2058,34,1,694
2058,34,8,940
2060,34,1,91
2060,34,1,220
2060,34,3,339
2060,34,9,372
2060,34,2,615
2060,34,2,663
2061,34,1,775
2061,34,1,990
2062,34,8,91
2062,34,9,344
2062,34,1,475
2062,34,9,626
2062,34,9,703
2062,34,1,800
2062,34,9,986
2063,34,1,438
2064,34,1,205
