rcid,session,vote,ccode
2508,38,1,500
2508,38,1,553
2508,38,1,640
2508,38,1,830
2508,38,9,987
2509,38,2,31
2509,38,8,60
2509,38,1,404
2509,38,1,451
2509,38,1,591
2509,38,9,705
2509,38,1,812
2510,38,1,820
2511,38,1,700
2511,38,1,790
2512,38,1,140
2512,38,9,511
2512,38,1,694
2513,38,1,380
2513,38,9,705
2513,38,9,713
2514,38,2,220
2514,38,1,230
2514,38,1,345
2514,38,9,372
2514,38,1,483
2515,38,2,2
2515,38,1,90
2515,38,1,360
2515,38,9,367
2515,38,1,450
2515,38,1,572
2515,38,9,626
2515,38,9,987
2516,38,1,40
2516,38,1,42
2517,38,1,140
2517,38,2,211
2517,38,9,359
2518,38,1,230
2518,38,3,666
2519,38,1,530
2519,38,1,581
2519,38,1,690
2519,38,1,770
2519,38,1,900
2519,38,1,935
2520,38,1,310
2520,38,9,372
2520,38,1,570
2520,38,2,740
2521,38,3,2
2521,38,1,220
2521,38,1,437
2521,38,9,531
2521,38,1,541
2521,38,1,770
2522,38,1,338
2522,38,8,481
2522,38,1,698
2523,38,1,436
2524,38,8,41
2524,38,1,110
2525,38,8,58
2525,38,9,331
2525,38,1,712
2525,38,9,946
2525,38,9,983
2526,38,1,404
2526,38,8,490
2527,38,1,55
2527,38,1,95
2527,38,9,366
2527,38,1,571
2528,38,1,52
2528,38,1,91
2528,38,9,221
2528,38,9,316
2528,38,1,950
2529,38,8,404
2529,38,8,411
2529,38,1,461
2529,38,2,500
2529,38,1,510
2529,38,9,955
2530,38,9,223
2530,38,1,452
2530,38,1,483
2530,38,1,501
2530,38,1,553
2530,38,1,625
2530,38,1,820
2531,38,2,31
2531,38,2,80
2531,38,2,305
2531,38,1,369
2531,38,8,710
2531,38,1,910
2532,38,1,100
2532,38,1,420
2532,38,9,701
2534,38,1,211
2534,38,9,343
2534,38,1,482
2534,38,1,678
2535,38,9,346
2535,38,1,420
2535,38,1,541
2535,38,1,780
2536,38,1,95
2536,38,2,150
2536,38,1,205
2536,38,9,225
2536,38,1,830
2537,38,1,645
2538,38,3,260
2538,38,1,439
2538,38,1,552
2538,38,1,850
2538,38,9,955
2539,38,1,70
2539,38,9,316
2539,38,9,317
2539,38,9,371
2539,38,1,483
2539,38,1,750
2539,38,1,820
2539,38,9,955
2540,38,1,58
2540,38,1,130
2540,38,1,145
2540,38,2,350
2540,38,1,615
2540,38,1,935
2541,38,1,100
2541,38,1,516
2541,38,1,572
2542,38,9,366
2542,38,1,740
2542,38,1,840
2543,38,1,615
2543,38,1,670
2543,38,9,860
2544,38,1,92
2544,38,1,310
2545,38,1,51
2545,38,9,316
2545,38,1,517
2546,38,8,55
2546,38,1,437
2546,38,1,510
2546,38,1,571
2546,38,9,955
2547,38,1,436
2547,38,1,530
2547,38,9,626
2548,38,1,95
2548,38,9,221
2548,38,8,411
2548,38,9,702
2548,38,8,710
2548,38,3,712
2548,38,1,771
2549,38,1,42
2549,38,1,452
2549,38,1,475
2549,38,1,490
2549,38,8,520
2549,38,1,580
2549,38,1,625
2550,38,2,437
2550,38,8,520
2550,38,1,541
2550,38,9,713
2551,38,1,80
2551,38,1,135
2551,38,1,663
2552,38,3,20
2552,38,1,437
2552,38,1,570
2553,38,9,373
2553,38,1,750
2554,38,1,54
2554,38,1,390
2554,38,1,451
2554,38,1,625
2555,38,1,483
2555,38,1,484
2555,38,1,616
2555,38,9,626
2556,38,1,40
2556,38,1,571
2557,38,9,366
2557,38,1,580
2557,38,9,986
2557,38,9,987
2558,38,1,70
2558,38,9,225
2558,38,9,368
2558,38,1,390
2558,38,1,750
2559,38,9,349
2559,38,1,500
2559,38,1,590
2559,38,1,620
2559,38,1,663
2559,38,1,694
2559,38,1,840
2560,38,1,212
2560,38,3,290
2561,38,1,471
2561,38,9,511
2561,38,1,696
2561,38,1,740
2562,38,1,436
2562,38,1,438
2562,38,1,510
2562,38,1,517
2562,38,1,700
2562,38,9,731
2563,38,1,115
2563,38,8,339
2563,38,2,404
2564,38,1,70
2564,38,9,344
2564,38,1,345
2564,38,8,620
2565,38,9,225
2565,38,1,360
2565,38,1,501
2565,38,9,531
2566,38,1,600
2566,38,1,678
2567,38,1,360
2567,38,2,698
2567,38,2,780
2569,38,1,115
2569,38,1,305
2569,38,9,317
2569,38,1,360
2569,38,1,482
2569,38,1,490
2569,38,1,698
2569,38,9,713
2569,38,9,947
2570,38,1,165
2570,38,1,402
2570,38,9,511
2570,38,1,710
2570,38,1,900
2571,38,1,310
2571,38,1,352
2571,38,1,439
2571,38,1,530
2571,38,1,645
2572,38,1,93
2572,38,1,210
2572,38,1,315
2572,38,8,339
2572,38,9,372
2572,38,1,590
2572,38,9,701
2573,38,1,90
2573,38,2,666
2573,38,2,700
2574,38,1,500
2574,38,1,698
2575,38,9,223
2575,38,1,616
2575,38,1,760
2575,38,1,811
2575,38,9,986
2576,38,1,31
2576,38,1,481
2576,38,1,520
2576,38,9,565
2576,38,8,581
2576,38,1,812
2577,38,1,70
2577,38,1,135
2577,38,1,140
2577,38,1,345
2578,38,8,57
2578,38,9,368
2578,38,1,770
2579,38,1,395
2579,38,1,434
2579,38,8,990
2580,38,1,355
2580,38,1,403
2580,38,1,436
2580,38,1,516
2581,38,1,20
2581,38,1,42
2581,38,9,366
2581,38,1,390
2582,38,1,160
2582,38,1,572
2582,38,9,860
2582,38,9,970
2583,38,1,552
2583,38,1,590
2583,38,1,820
2583,38,9,987
2584,38,1,402
2584,38,1,651
2584,38,1,950
2586,38,8,41
2586,38,1,625
2586,38,9,626
2586,38,1,651
2586,38,1,694
2588,38,1,552
2588,38,3,920
2590,38,9,223
2590,38,1,235
2590,38,1,850
2591,38,1,230
2591,38,1,811
2592,38,9,371
2592,38,1,380
2592,38,1,395
2592,38,1,500
2592,38,1,540
2592,38,9,565
2593,38,1,135
2593,38,1,375
2593,38,1,461
2593,38,1,484
2593,38,1,935
2593,38,1,950
2594,38,3,2
2594,38,1,52
2594,38,1,55
2594,38,1,110
2594,38,1,403
2596,38,9,366
2596,38,1,698
2596,38,1,700
2596,38,9,705
2596,38,1,770
2596,38,1,920
2597,38,8,581
2597,38,1,590
2597,38,1,678
2598,38,3,375
2598,38,1,590
2598,38,9,702
2599,38,1,100
2599,38,2,205
2599,38,1,461
2599,38,8,591
2599,38,9,701
2599,38,9,731
2599,38,8,830
2599,38,1,850
2600,38,9,346
2600,38,1,781
2601,38,9,316
2601,38,9,373
2601,38,9,703
2602,38,1,160
2602,38,1,210
2603,38,1,150
2603,38,1,290
2603,38,1,700
2603,38,9,713
2604,38,8,54
2604,38,1,439
2604,38,1,482
2604,38,9,511
2604,38,9,703
2604,38,1,760
2604,38,9,946
2605,38,1,325
2606,38,1,433
2606,38,8,482
2606,38,9,565
2607,38,1,51
2607,38,2,305
2607,38,1,360
2607,38,1,663
2607,38,8,666
2608,38,9,368
2608,38,1,395
2608,38,1,640
2609,38,1,390
2609,38,1,404
2609,38,8,990
2610,38,1,370
2610,38,9,371
2610,38,1,390
2610,38,1,451
2610,38,2,600
2611,38,3,2
2611,38,8,101
2611,38,9,232
2611,38,1,540
2611,38,1,580
2611,38,9,704
2611,38,2,830
2612,38,9,331
2612,38,1,461
2612,38,8,560
2612,38,1,570
2613,38,9,371
2613,38,1,616
2613,38,9,626
2614,38,2,220
2614,38,1,452
2614,38,9,511
2615,38,1,160
2615,38,1,290
2615,38,1,370
2615,38,1,437
2615,38,1,438
2615,38,1,500
2615,38,1,571
2615,38,1,680
2615,38,1,692
2616,38,1,350
2616,38,1,435
2616,38,8,560
2616,38,1,816
2617,38,1,20
2617,38,1,433
2617,38,1,690
2618,38,1,60
2618,38,9,368
2618,38,1,620
2618,38,1,770
2619,38,1,93
2619,38,2,211
2619,38,9,223
2619,38,1,433
2619,38,1,450
2619,38,1,501
2620,38,1,130
2620,38,1,230
2620,38,1,390
2620,38,1,666
2621,38,1,20
2621,38,3,40
2621,38,2,484
2621,38,9,731
2621,38,9,860
2622,38,8,51
2622,38,9,343
2622,38,1,435
2622,38,8,581
2622,38,8,910
2622,38,1,990
2623,38,1,53
2623,38,1,380
2623,38,1,516
2623,38,1,820
2624,38,1,70
2624,38,9,225
2624,38,3,290
2624,38,1,395
2624,38,1,660
2624,38,9,732
2624,38,1,790
2625,38,9,221
2625,38,9,367
2625,38,1,420
2625,38,1,522
2626,38,1,211
2626,38,9,221
2626,38,8,339
2627,38,2,305
2627,38,1,352
2627,38,9,704
2627,38,9,955
2629,38,1,52
2629,38,9,713
2630,38,9,221
2630,38,1,481
2630,38,1,517
2630,38,1,580
2631,38,1,90
2631,38,1,517
2631,38,1,652
2631,38,1,700
2632,38,1,434
2632,38,1,652
2633,38,1,92
2633,38,1,471
2633,38,1,910
2634,38,1,31
2634,38,9,366
2635,38,9,371
2636,38,1,101
2636,38,2,920
2637,38,1,41
2637,38,8,58
2637,38,1,70
2637,38,1,290
2637,38,9,344
2637,38,1,517
2637,38,1,553
2637,38,1,698
2637,38,1,780
2637,38,1,840
2638,38,1,404
2638,38,1,436
2638,38,3,740
2639,38,3,385
2639,38,1,616
2639,38,1,640
2639,38,9,713
2640,39,1,230
2640,39,9,359
2640,39,1,490
2640,39,1,581
2640,39,1,692
2640,39,9,713
2640,39,1,820
2641,39,1,31
2641,39,1,80
2641,39,9,349
2641,39,1,740
2642,39,1,360
2642,39,1,411
2642,39,1,700
2643,39,9,359
2643,39,9,703
2643,39,1,850
2644,39,1,91
2644,39,1,265
2644,39,1,452
2644,39,1,501
2644,39,9,713
2644,39,9,955
2645,39,1,690
2645,39,9,713
2646,39,2,260
2647,39,8,58
2647,39,9,316
2647,39,1,630
2648,39,2,90
2648,39,1,616
2648,39,1,660
2648,39,1,780
2648,39,9,987
2649,39,1,80
2649,39,9,372
2650,39,1,590
2650,39,1,620
2651,39,2,56
2651,39,1,352
2651,39,1,475
2651,39,1,910
2652,39,1,57
2652,39,2,230
2652,39,8,590
2653,39,9,225
2654,39,9,511
2655,39,1,110
2655,39,1,652
2656,39,1,395
2656,39,1,450
2656,39,1,510
2656,39,1,920
2657,39,1,40
2657,39,1,93
2657,39,3,211
2657,39,1,812
2658,39,1,135
2658,39,1,210
2658,39,9,702
2658,39,9,704
2658,39,1,712
2659,39,2,80
2659,39,1,135
2659,39,1,500
2660,39,1,310
2660,39,1,338
2660,39,1,770
2661,39,1,483
2661,39,1,750
2662,39,1,51
2662,39,9,343
2663,39,1,155
2663,39,1,670
2663,39,1,771
2663,39,1,812
2664,39,1,155
2664,39,1,436
2664,39,9,970
2665,39,1,135
2665,39,1,160
2665,39,9,511
2666,39,1,350
2667,39,1,552
2668,39,3,450
2668,39,9,565
2668,39,1,698
2669,39,1,52
2669,39,8,58
2669,39,9,368
2669,39,1,500
2669,39,9,987
2670,39,1,53
2670,39,1,352
2670,39,1,402
2670,39,1,692
2670,39,1,950
2671,39,1,51
2671,39,9,732
2672,39,8,560
2672,39,1,625
2672,39,9,702
2672,39,2,920
2673,39,1,522
2673,39,9,705
2673,39,1,910
2673,39,9,946
2674,39,1,553
2674,39,9,565
2674,39,1,740
2674,39,1,920
2675,39,3,385
2675,39,1,471
2675,39,1,522
2675,39,1,680
2675,39,9,701
2675,39,9,705
2676,39,9,705
2676,39,1,770
2677,39,1,52
2677,39,1,439
2677,39,1,581
2677,39,9,702
2678,39,1,70
2678,39,1,436
2678,39,1,482
2678,39,1,510
2678,39,1,700
2679,39,9,232
2679,39,9,368
2679,39,1,500
2679,39,1,781
2680,39,8,420
2680,39,1,437
2680,39,1,452
2681,39,1,471
2682,39,1,70
2682,39,1,475
2682,39,9,703
2683,39,2,56
2683,39,1,80
2683,39,1,95
2683,39,1,570
2683,39,8,572
2684,39,1,40
2684,39,1,140
2684,39,1,355
2685,39,9,344
2685,39,1,590
2686,39,1,411
2686,39,1,950
2687,39,2,325
2687,39,1,616
2687,39,1,790
2688,39,1,211
2688,39,9,368
2688,39,1,770
2689,39,1,461
2689,39,2,580
2689,39,1,590
2689,39,1,670
2689,39,1,780
2690,39,1,345
2690,39,2,390
2690,39,1,570
2691,39,8,572
2691,39,1,920
2692,39,2,385
2692,39,2,390
2692,39,1,471
2692,39,1,530
2692,39,1,616
2693,39,1,130
2693,39,1,553
2693,39,1,652
2693,39,1,770
2694,39,1,481
2694,39,3,540
2694,39,1,660
2694,39,3,816
2695,39,9,343
2695,39,1,345
2695,39,1,432
2695,39,2,433
2695,39,1,484
2695,39,1,553
2695,39,9,983
2696,39,1,696
2697,39,1,57
2697,39,2,130
2697,39,2,433
2697,39,1,820
2698,39,1,520
2699,39,8,55
2699,39,1,452
2700,39,9,331
2700,39,9,946
2701,39,9,343
2701,39,1,355
2701,39,1,461
2701,39,1,471
2701,39,1,651
2701,39,1,800
2702,39,1,517
2702,39,1,571
2702,39,1,600
2702,39,9,705
2702,39,1,781
2704,39,8,55
2704,39,2,150
2704,39,9,316
2704,39,1,510
2705,39,1,150
2706,39,1,94
2706,39,8,572
2706,39,1,694
2706,39,1,781
2706,39,2,920
2707,39,1,290
2707,39,1,840
2708,39,1,651
2709,39,9,368
2709,39,1,910
2709,39,8,935
2710,39,2,92
2710,39,9,704
2710,39,1,812
2711,39,9,221
2711,39,8,420
2711,39,1,552
2711,39,1,553
2711,39,1,698
2712,39,1,522
2712,39,1,616
2712,39,9,704
2713,39,1,211
2714,39,3,200
2714,39,8,420
2714,39,2,483
2714,39,1,570
2715,39,8,54
2715,39,1,115
2715,39,1,490
2716,39,9,704
2717,39,1,94
2717,39,1,651
2718,39,1,110
2718,39,1,461
2718,39,9,702
2719,39,9,221
2719,39,1,305
2719,39,2,450
2719,39,1,517
2719,39,1,630
2720,39,1,235
2720,39,2,450
2721,39,1,484
2721,39,1,490
2721,39,1,780
2721,39,1,800
2722,39,2,42
2722,39,2,211
2722,39,1,461
2722,39,1,501
2722,39,1,835
2723,39,1,155
2723,39,9,372
2723,39,1,390
2723,39,1,760
2724,39,1,51
2724,39,1,339
2724,39,1,355
2724,39,1,451
2724,39,1,830
2725,39,3,666
2726,39,1,517
2726,39,1,678
2726,39,1,698
2726,39,1,740
2726,39,8,940
2727,39,8,54
2727,39,1,91
2727,39,1,290
2727,39,1,355
2727,39,1,375
2727,39,1,570
2727,39,1,620
2727,39,1,696
2727,39,1,712
2727,39,1,760
2728,39,8,581
2728,39,1,663
2728,39,1,694
2728,39,9,987
2729,39,9,316
2729,39,9,371
2729,39,1,522
2729,39,1,710
2730,39,9,343
2730,39,9,344
2730,39,1,350
2730,39,1,352
2730,39,1,630
2730,39,1,712
2730,39,1,835
2731,39,1,155
2731,39,9,368
2731,39,1,590
2732,39,1,135
2732,39,9,986
2733,39,2,211
2733,39,1,352
2733,39,9,731
2733,39,1,775
2733,39,1,950
2734,39,8,60
2734,39,1,338
2734,39,9,349
2734,39,1,481
2734,39,1,651
2735,39,2,80
2735,39,2,210
2735,39,1,350
2735,39,9,373
2735,39,1,483
2735,39,1,530
2735,39,1,694
2735,39,1,820
2735,39,1,840
2736,39,1,325
2736,39,1,540
2736,39,1,615
2737,39,3,2
2737,39,1,100
2737,39,9,223
2737,39,1,260
2737,39,1,432
2738,39,1,471
2739,39,8,55
2739,39,9,344
2739,39,9,366
2739,39,1,800
2740,39,1,40
2740,39,1,91
2740,39,1,651
2741,39,1,200
2741,39,1,432
2741,39,1,471
2741,39,1,615
2741,39,9,970
2742,39,9,225
2742,39,1,230
2742,39,1,580
2743,39,1,42
2743,39,9,349
2743,39,2,437
2743,39,3,666
2743,39,1,694
2743,39,9,860
2744,39,1,57
2744,39,9,511
2745,39,1,438
2745,39,9,955
2746,39,2,2
2746,39,1,365
2746,39,1,541
2747,39,1,53
2747,39,8,591
2747,39,1,820
2747,39,1,910
2748,39,1,352
2749,39,1,360
2749,39,1,552
2749,39,9,565
2750,39,1,20
2750,39,1,95
2750,39,9,705
2751,39,1,435
2751,39,1,451
2751,39,1,461
2751,39,1,520
2751,39,1,553
2752,39,9,732
2753,39,1,100
2753,39,2,200
2753,39,9,316
2753,39,1,800
2753,39,1,811
2754,39,9,368
2754,39,1,530
2754,39,1,663
2754,39,9,704
2754,39,9,713
2754,39,1,830
2755,39,8,150
2755,39,2,230
2755,39,3,325
2755,39,1,355
2756,39,2,212
2756,39,1,315
2756,39,9,732
2757,39,8,60
2757,39,1,696
2757,39,1,781
2758,39,1,305
2759,39,2,42
2759,39,8,60
2759,39,2,94
2759,39,1,230
2759,39,8,471
2759,39,2,651
2760,39,2,520
2760,39,2,670
2760,39,9,946
2761,39,1,145
2761,39,1,570
2762,39,1,305
2762,39,1,395
2762,39,8,698
2762,39,9,705
2762,39,9,732
2762,39,1,830
2762,39,9,970
2762,39,9,987
2763,39,1,91
2763,39,1,135
2763,39,1,433
2763,39,1,451
2763,39,1,570
2764,39,3,2
2764,39,9,626
2764,39,1,645
2765,39,8,55
2765,39,2,760
2766,39,9,316
2766,39,1,436
2766,39,1,710
2767,39,1,42
2767,39,1,93
2767,39,9,366
2767,39,8,620
2767,39,1,950
2768,39,8,58
2768,39,1,552
2768,39,1,570
2768,39,1,591
2768,39,1,816
2769,39,9,223
2769,39,1,369
2769,39,1,370
2769,39,8,581
2769,39,1,615
2769,39,9,946
2770,39,2,325
2770,39,9,626
2770,39,1,645
2770,39,3,666
2771,39,1,91
2771,39,1,345
2771,39,1,500
2771,39,1,835
2772,39,1,93
2772,39,3,369
2772,39,1,482
2772,39,1,600
2772,39,1,690
2773,39,9,346
2773,39,1,432
2774,39,1,360
2774,39,1,439
2774,39,1,484
2774,39,9,713
2776,39,3,210
2776,39,1,694
2777,39,1,403
2777,39,1,483
2777,39,1,516
2777,39,1,615
2778,39,9,346
2778,39,1,510
2778,39,8,560
2779,39,1,56
2779,39,1,93
2779,39,9,346
2779,39,1,475
2779,39,1,482
2779,39,1,540
2779,39,9,713
2781,39,1,40
2781,39,1,420
2781,39,1,434
2781,39,1,551
2781,39,9,702
2781,39,2,740
2781,39,9,946
2782,39,9,331
2783,39,2,94
2783,39,8,338
2783,39,1,450
2783,39,1,663
2783,39,9,732
2784,39,8,58
2784,39,9,316
2784,39,9,565
2785,39,3,200
2785,39,9,359
2785,39,1,471
2785,39,9,626
2786,39,8,58
2786,39,9,317
2786,39,9,331
2786,39,9,373
2786,39,8,411
2786,39,9,511
2786,39,1,630
2786,39,1,651
2786,39,1,690
2786,39,1,900
2787,39,1,51
2788,39,8,60
2788,39,1,145
2788,39,1,315
2789,39,2,305
2789,39,1,551
2789,39,9,986
2790,39,1,355
2790,39,1,369
2791,40,1,350
2791,40,9,367
2792,40,2,101
2792,40,3,390
2792,40,1,694
2793,40,1,520
2793,40,1,616
2793,40,2,660
2793,40,9,713
2794,40,9,349
2794,40,1,581
2795,40,1,70
2795,40,1,461
2795,40,9,531
2796,40,8,55
2796,40,1,145
2796,40,8,150
2796,40,8,404
2796,40,1,652
2796,40,8,790
2797,40,1,20
2797,40,1,90
2797,40,1,310
2797,40,9,316
2797,40,1,345
2797,40,1,700
2797,40,1,920
2798,40,1,130
2798,40,1,475
2798,40,1,850
2799,40,1,51
2799,40,1,740
2800,40,2,230
2800,40,1,640
2801,40,8,55
2801,40,1,581
2802,40,1,135
2802,40,9,225
2802,40,1,800
2802,40,8,935
2802,40,9,947
2803,40,9,372
2803,40,8,690
2804,40,9,987
2805,40,2,350
2805,40,1,439
2805,40,1,520
2805,40,1,600
2805,40,1,770
2806,40,2,305
2806,40,1,645
2807,40,1,93
2807,40,1,355
2807,40,1,385
2807,40,1,712
2808,40,1,380
2808,40,1,710
2808,40,1,935
2809,40,8,60
2809,40,1,92
2809,40,1,500
2809,40,1,750
2810,40,1,352
2810,40,9,366
2810,40,1,552
2811,40,9,221
2811,40,1,260
2811,40,8,338
2811,40,8,432
2811,40,1,484
2811,40,1,920
2811,40,1,990
2812,40,1,910
2813,40,3,2
2813,40,1,55
2813,40,9,223
2813,40,9,225
2813,40,9,346
2813,40,1,616
2814,40,1,40
2814,40,1,339
2814,40,1,403
2814,40,1,471
2815,40,9,344
2815,40,1,781
2816,40,1,385
2816,40,2,666
2818,40,3,200
2818,40,3,211
2818,40,9,317
2818,40,9,701
2818,40,9,732
2818,40,1,850
2818,40,9,860
2818,40,9,947
2819,40,9,565
2820,40,1,94
2820,40,9,349
2820,40,1,403
2820,40,1,580
2820,40,1,615
2820,40,1,830
2821,40,1,530
2821,40,1,570
2821,40,9,701
2822,40,1,90
2822,40,9,346
2822,40,1,451
2822,40,1,580
2823,40,2,235
2823,40,1,380
2823,40,1,625
2824,40,1,95
2824,40,1,404
2825,40,1,150
2825,40,1,501
2826,40,9,343
2826,40,1,411
2826,40,1,471
2826,40,1,590
2827,40,1,41
2827,40,1,53
2827,40,1,694
2828,40,2,140
2828,40,1,517
2828,40,1,850
2829,40,1,56
2829,40,8,403
2829,40,1,551
2829,40,1,570
2829,40,9,970
2830,40,1,95
2830,40,2,140
2830,40,3,395
2830,40,1,436
2830,40,8,560
2830,40,2,940
2831,40,1,145
2831,40,1,315
2831,40,1,352
2831,40,1,365
2831,40,1,501
2831,40,1,696
2831,40,9,702
2831,40,1,900
2832,40,9,367
2833,40,8,339
2833,40,1,696
2834,40,1,210
2834,40,2,211
2834,40,1,517
2834,40,1,935
2835,40,9,372
2835,40,1,522
2835,40,9,705
2836,40,2,385
2836,40,1,775
2837,40,9,225
2837,40,1,835
2838,40,9,368
2838,40,9,986
2839,40,9,860
2840,40,2,130
2840,40,2,211
2841,40,1,130
2841,40,1,235
2841,40,9,346
2842,40,1,694
2842,40,1,910
2843,40,1,31
2843,40,1,501
2843,40,1,652
2844,40,1,90
2844,40,9,701
2845,40,3,2
2845,40,3,220
2845,40,3,235
2845,40,8,403
2845,40,1,630
2845,40,1,812
2846,40,1,41
2846,40,8,696
2846,40,1,790
2846,40,1,811
2847,40,1,150
2847,40,9,343
2847,40,1,461
2847,40,9,955
2848,40,1,165
2848,40,1,516
2849,40,1,411
2849,40,1,580
2849,40,1,910
2850,40,8,54
2850,40,1,339
2850,40,9,626
2851,40,1,41
2851,40,2,395
2851,40,1,517
2851,40,1,645
2851,40,1,816
2852,40,9,316
2852,40,1,435
2852,40,9,531
2853,40,3,2
2853,40,1,145
2853,40,2,395
2854,40,8,60
2854,40,9,366
2854,40,1,812
2854,40,1,910
2855,40,1,165
2855,40,1,572
2855,40,1,630
2855,40,1,781
2855,40,1,935
2855,40,9,986
2856,40,1,101
2856,40,1,345
2856,40,2,666
2857,40,1,481
2857,40,1,541
2857,40,1,551
2857,40,1,651
2857,40,2,666
2857,40,1,710
2858,40,1,140
2858,40,9,316
2858,40,1,360
2858,40,1,436
2858,40,1,770
2858,40,1,781
2859,40,1,210
2859,40,1,411
2860,40,1,670
2860,40,1,780
2861,40,1,625
2861,40,1,820
2862,40,9,366
2862,40,2,395
2862,40,1,551
2862,40,1,670
2862,40,1,770
2862,40,1,775
2862,40,1,781
2863,40,1,54
2864,40,1,135
2864,40,9,372
2864,40,1,571
2864,40,1,770
2865,40,2,52
2865,40,1,55
2865,40,1,411
2865,40,8,560
2865,40,2,690
2865,40,9,713
2866,40,1,210
2866,40,1,212
2866,40,1,740
2867,40,1,20
2867,40,2,56
2867,40,2,57
2867,40,9,371
2867,40,1,433
2867,40,2,483
2867,40,2,710
2867,40,9,731
2868,40,1,53
2868,40,9,344
2868,40,2,352
2868,40,9,368
2868,40,8,816
2869,40,2,31
2869,40,2,55
2869,40,1,404
2870,40,1,620
2871,40,1,310
2871,40,1,663
2871,40,1,690
2872,40,1,40
2873,40,1,436
2873,40,1,530
2873,40,1,663
2873,40,1,696
2873,40,1,710
2874,40,1,40
2874,40,9,373
2874,40,1,439
2874,40,2,710
2874,40,1,750
2875,40,2,220
2875,40,2,350
2875,40,1,692
2875,40,1,710
2876,40,3,200
2876,40,1,436
2876,40,1,660
2876,40,1,835
2877,40,1,290
2877,40,1,581
2878,40,1,205
2878,40,1,265
2878,40,1,403
2879,40,1,90
2879,40,3,235
2879,40,1,438
2879,40,1,483
2879,40,1,660
2879,40,3,900
2880,40,1,305
2880,40,1,404
2881,40,3,20
2881,40,1,41
2881,40,1,94
2881,40,1,165
2882,40,1,625
2882,40,2,640
2883,40,1,115
2883,40,9,367
2883,40,1,775
2883,40,1,800
2883,40,9,955
2884,40,1,310
2884,40,1,690
2884,40,1,750
2885,40,1,360
2885,40,1,365
2885,40,1,437
2885,40,1,712
2886,40,1,90
2886,40,9,359
2886,40,9,368
2886,40,1,437
2886,40,1,570
2886,40,9,702
2886,40,1,780
2886,40,9,947
2887,40,9,371
2887,40,1,403
2887,40,9,511
2887,40,1,591
2888,40,1,51
2888,40,1,90
2888,40,9,225
2888,40,1,450
2888,40,8,560
2888,40,9,947
2889,40,3,200
2889,40,3,220
2889,40,1,651
2890,40,8,54
2890,40,1,338
2890,40,8,339
2890,40,1,370
2890,40,1,690
2890,40,1,816
2890,40,9,970
2891,40,2,56
2891,40,8,150
2891,40,1,482
2892,40,8,150
2893,40,2,56
2893,40,2,205
2893,40,2,212
2893,40,1,339
2893,40,9,368
2893,40,1,490
2893,40,1,501
2893,40,1,696
2894,40,2,55
2894,40,9,343
2894,40,1,710
2894,40,9,732
2894,40,1,760
2894,40,2,900
2895,40,1,420
2896,40,1,290
2896,40,8,940
2897,40,1,265
2897,40,1,345
2897,40,9,366
2897,40,1,434
2898,40,1,434
2898,40,1,484
2898,40,1,712
2899,40,1,355
2899,40,1,365
2899,40,1,482
2899,40,1,484
2900,40,1,51
2900,40,1,461
2900,40,9,565
2901,40,1,160
2901,40,9,366
2901,40,1,402
2901,40,8,452
2901,40,2,490
2901,40,9,970
2902,40,1,52
2903,40,1,475
2903,40,1,780
2903,40,1,840
2904,40,1,369
2904,40,1,690
2904,40,3,740
2905,40,1,490
2905,40,1,616
2905,40,9,946
2906,40,1,56
2906,40,1,94
2906,40,1,135
2906,40,1,436
2906,40,1,484
2906,40,1,522
2906,40,1,572
2906,40,1,712
2906,40,1,750
2906,40,8,940
2906,40,9,986
2907,40,8,80
2907,40,9,316
2907,40,1,625
2907,40,1,663
2907,40,1,696
2907,40,1,835
2908,40,1,520
2909,40,9,373
2909,40,9,704
2909,40,1,760
2909,40,1,820
2910,40,1,434
2910,40,1,435
2910,40,2,553
2910,40,1,698
2910,40,1,760
2910,40,1,812
2910,40,9,987
2911,40,9,225
2911,40,9,701
2912,40,1,395
2913,40,1,53
2913,40,1,516
2914,40,1,57
2914,40,9,223
2914,40,1,305
2914,40,1,520
2914,40,9,565
2914,40,1,580
2914,40,1,660
2914,40,1,820
2915,40,9,232
2915,40,1,420
2915,40,1,461
2915,40,1,645
2915,40,1,770
2915,40,1,811
2915,40,8,910
2916,40,2,91
2916,40,9,232
2916,40,1,501
2916,40,8,940
2918,40,9,511
2918,40,1,800
2919,40,1,385
2919,40,9,702
2919,40,1,740
2920,40,3,20
2920,40,9,331
2920,40,1,436
2920,40,2,490
2920,40,1,771
2921,40,1,375
2921,40,2,395
2921,40,9,703
2921,40,1,950
2922,40,1,41
2922,40,1,101
2922,40,1,390
2922,40,1,436
2922,40,1,950
2924,40,1,230
2924,40,1,395
2924,40,1,781
2925,40,1,211
2925,40,9,531
2925,40,1,551
2925,40,1,850
2926,40,1,94
2926,40,1,571
2926,40,9,732
2927,40,1,355
2927,40,9,359
2927,40,1,500
2927,40,1,600
2927,40,1,670
2927,40,1,700
2927,40,1,710
2928,40,9,565
2928,40,1,660
2929,40,2,20
2929,40,2,235
2929,40,1,483
2929,40,1,572
2929,40,1,615
2929,40,1,630
2930,40,1,160
2930,40,9,366
2930,40,1,484
2931,40,1,51
2931,40,8,150
2931,40,1,451
2931,40,9,531
2932,40,8,54
2933,40,8,630
2933,40,3,700
2934,40,1,101
